CollectabilityID,ProviderID,TimeFrom,TimeTo,Town,Location,Sensortype,IoTDevice,Restrictions,Comment,TopicName,Provider IP,ZTNetworkID
5ok7x2i,GWG,2021-06-15 06:28,2022-02-20 01:06,Dungannon,Bedroom,ProximitySensor,HTC One (M8),None,None,joshingly0heady000trucks0,201.215.235.109,2k02b713l8le1fge
kaqyt1p,UFF,2021-02-23 14:50,2021-08-12 23:39,Naas,Bathroom,FlameSensor,HTC U11 EYEs,None,None,questioningly1goofy0drip1pull0,192.168.0.108,tel62pqk5l2yjfy3
7ydiphz,GWG,2021-08-22 21:13,2022-05-02 04:58,Athlone,GuestRoom,FlawSensor,Oppo Reno4 Z 5G,None,None,effectively0needless100sheep1,201.215.235.109,2f1q2c5s70pwml55
71q5p9s,ETF,2021-06-05 15:34,2021-02-10 17:09,Cork,Backyard,PhotoelectricSensor,Honor Play 4T/Pro,None,None,equally0inquisitive1tap0plane0,201.215.235.109,yveso0u9t6nczfyz
x4wi7up,UWS,2021-10-06 02:35,2021-12-03 19:54,Newtownards,Diningroom,FlameSensor,Oppo Reno4 5G/Pro 5G,None,None,soon1disgusted001sock0,192.168.0.108,61lplzylaj3rc6ej
0z5q3zg,UWS,2022-01-22 13:19,2021-11-20 01:35,Strabane,Bedroom,TemperatureSensor,OnePlus 8T,None,None,fully0rampant000wax1,192.168.0.108,3ut45e0b8uq1i0wo
79c3g33,GWG,2022-06-01 15:51,2021-12-17 13:51,Mallow,Kitchen,MetalSensor,Nokia XL,None,None,nicely0spectacular101angle1,201.215.235.109,oaz2cdqcc6833628
icq9qzb,EZY,2021-12-25 01:15,2022-03-11 17:13,Arklow,Bedroom,TemperatureSensor,Honor 8A Pro,None,None,nearly0inexpensive0doubt0crowd0,201.215.235.109,ep5y6wvuh827xfd3
j2jwwww,WRV,2021-07-25 15:18,2021-04-13 08:26,Carlow,Kitchen,PhotoelectricSensor,Sony Ericsson Xperia Play,None,None,even0wandering101zebra0,192.168.0.108,bq60f6d2c6k5stak
g38o7i3,THA,2021-02-21 13:31,2021-06-28 11:23,Carlow,Diningroom,ParticleSensor,HTC Desire V,None,None,intently0habitual1coach1visitor1,192.168.0.108,#REF!
wb5inrz,UFF,2021-02-11 18:37,2021-01-28 16:55,Leixlip,Diningroom,PhotoelectricSensor,Oppo Reno4 Z 5G,None,None,playfully0undesirable0itch0jewel0,192.168.0.108,77pp7adrvnrqzy59
gxg1yzt,FLF,2022-04-06 10:17,2022-04-08 14:51,Athlone,Bedroom,FlameSensor,Samsung Galaxy A51 5G UW,None,None,truly0holistic001bone1,201.215.235.109,36of96tx2knsbbsu
co6tsjf,FRE,2021-10-29 09:04,2022-03-19 00:12,Coleraine,GuestRoom,ElectricalSensor,Honor Play 9A,None,None,correctly1mixed0greet0believe0,201.215.235.109,q04dz7qzqnatqjnd
uubdxx2,QAR,2021-08-03 16:19,2021-12-13 21:58,Newbridge,Livingroom,PhotoelectricSensor,Huawei Nova 5/5i/Pro,None,None,possibly0sable100lace0,192.168.0.108,v3ev87nc5c1nv4jj
olh2w2n,GWG,2021-10-10 16:35,2021-06-08 09:17,Waterford,Backyard,PressureSensor,Samsung Galaxy A8/Duos,None,None,reproachfully1private1use1club0,201.215.235.109,ut79tod87tkvjybf
48fqajx,SLZ,2021-07-25 04:04,2021-02-22 08:25,Drogheda,Frontyard,PhotoelectricSensor,Sony Ericsson Xperia pro,None,None,perfectly0obnoxious101apparatus1,192.168.0.108,apneovwjunmfhf6v
uajabc6,GRM,2022-03-13 17:41,2022-02-27 14:18,Belfast,Backyard,MotionSensor,Nokia 6.1,None,None,helplessly1faint001mouth0,201.215.235.109,3rfv057vluihv3az
8ee6o9m,PKD,2021-06-30 08:31,2022-02-27 05:40,Tralee,Livingroom,TemperatureSensor,Huawei Ascend P6,None,None,broadly0spiky001stone0,50.109.201.254,s085g6jmp2v3gs14
t5q0nqe,PZA,2021-08-26 03:52,2021-11-03 01:37,Limerick,Frontyard,VisionAndImaging Sensor,OnePlus 3,None,None,wholly0sore0suspect0jail1,192.168.0.108,t8c5v3kytd2qdhcf
5n48nky,GRM,2022-04-12 12:53,2022-05-08 01:00,Leixlip,Diningroom,RadiationSensor,Asus ZenFone 6 (2014),None,None,initially1chubby100weight0,201.215.235.109,cqcho4z61zck6qvl
h8rwxtl,QAR,2022-01-13 12:20,2021-10-18 10:34,Belfast,Livingroom,ContactSensor,HTC Desire 516,None,None,frightfully0friendly0untidy1table1,192.168.0.108,p3zcg0317dvsflqm
gbdwh3z,GWG,2021-03-04 05:56,2022-01-27 08:37,Killarney,Kitchen,FlawSensor,Honor 6,None,None,kiddingly0imaginary101marble0,201.215.235.109,y655amu5rcrrq49n
iv5lcm8,LYC,2021-06-30 02:53,2021-03-22 14:58,Newbridge,Familyroom,ElectricalSensor,Huawei Nova 4e,None,None,warmly0secret001property1,201.215.235.109,s6jcxnfn8ck7uiyz
6nbenbd,THA,2021-07-05 23:24,2021-07-07 01:16,Ashbourne,Familyroom,ProximitySensor,HTC Desire 830,None,None,rudely1round100pigs0,192.168.0.108,#REF!
nshbqyp,EPD,2021-04-07 23:24,2021-06-23 06:27,Lisburn,GuestRoom,PressureSensor,Huawei Nova 7 SE 5G Youth,None,None,primarily1ragged100home0,201.215.235.109,71h2hettdsze0ap4
cwjq1b7,JNU,2021-01-21 21:33,2022-04-19 04:11,#REF!,Backyard,ParticleSensor,Nubia Z11 mini S,None,None,twice1necessary1man0taste1,201.215.235.109,uwijmm66u1c5glkj
0wy95ac,MHE,2022-02-15 03:57,2021-04-14 15:29,Armagh,Livingroom,PhotoelectricSensor,Honor 8,None,None,certainly1alluring100waves0,201.215.235.109,apneovwjunmfhf6v
k7d6ss4,GHC,2021-05-20 17:57,2022-04-13 09:34,Coleraine,Basement,RadiationSensor,Samsung Galaxy S10 5G,None,None,wholly0knotty1mug1purpose1,201.215.235.109,j48xbdqutkfi8krz
dtia5oo,MHE,2022-02-26 23:22,2021-07-01 06:48,Kilkenny,Basement,MetalSensor,Nokia 3.1 Plus,None,None,judgementally0nostalgic101spy1,201.215.235.109,#REF!
czqh5qa,UWS,2022-04-25 01:52,2021-11-09 21:44,Antrim,Livingroom,TemperatureSensor,Nubia My Prague,None,None,scarcely1rare000design0,192.168.0.108,oaz2cdqcc6833628
uv2cyfa,XCW,2021-11-16 05:47,2021-06-20 05:31,Naas,Bathroom,PositionSensor,HTC 10 evo,None,None,smoothly1super100paper0,192.168.0.108,vdd5y58n2ij4zyja
dsow5jt,PKD,2022-05-15 19:26,2021-10-16 22:04,Swords,Basement,TemperatureSensor,Sony Xperia 5 III,None,None,dreamily0polite000bone1,50.109.201.254,p4jfbt6pnqrrl4z5
50j23kt,WJN,2021-10-11 08:04,2022-05-27 22:29,Sligo,Bathroom,PhotoelectricSensor,Huawei Nova 8 Pro 4G,None,None,needily0knowing1jog1paper0,192.168.0.108,j48xbdqutkfi8krz
sbqsb4t,BCX,2021-11-26 13:43,2021-02-23 00:52,Mullingar,Garage,PositionSensor,Samsung Galaxy S9/+,None,None,anyway0purring1pack1vessel1,#N/A,ncehkqabojjqj3y7
f89x322,ETF,2022-01-26 13:11,2021-04-06 23:29,Ennis,Garage,ContactSensor,Asus ZenFone 4 (2014),None,None,daintily0abashed0arrest1trousers1,201.215.235.109,oaz2cdqcc6833628
77x98ek,GWG,2022-04-16 17:02,2021-06-19 05:03,Laytown-Bettystown-Mornington,Frontyard,VisionAndImaging Sensor,Huawei P40,None,None,likely1excited101duck0,201.215.235.109,rqsi2p4cpu0vxco4
wdbeph4,FRE,2021-11-07 02:15,2022-05-15 01:25,Waterford,#REF!,FlawSensor,Asus ZenFone 7,None,None,silently0melodic100existence0,201.215.235.109,iok5x3b1b4fy4kiv
l4dnvc2,HKX,2022-05-26 05:36,2022-05-14 22:03,Celbridge,Livingroom,ContactSensor,Honor 3C,None,None,hardly1standing001sheep0,201.215.235.109,wmqfhg9thbqblysd
9kp0qdj,EZY,2022-01-18 06:39,2021-02-09 06:09,Newbridge,Bedroom,PositionSensor,Honor 9X Pro,None,None,gleefully1bizarre0pack0control1,201.215.235.109,msr8qbh88eeuu69g
h6bubiy,SLZ,2022-01-16 03:00,2021-02-24 04:10,Waterford,Bathroom,VisionAndImaging Sensor,Samsung Galaxy M21s,None,None,greatly1knotty1observe0weight1,192.168.0.108,2f1q2c5s70pwml55
hott9ld,GWG,2021-12-06 17:03,2021-03-04 06:45,Ashbourne,Kitchen,PositionSensor,HTC One XC,None,None,almost0shaky1scribble1cat0,201.215.235.109,zgbifffo7bzqaiki
t1nmkwf,PZA,2021-01-22 19:36,2021-12-23 17:47,Kilkenny,Familyroom,ProximitySensor,Nexus S,None,None,warmly1various100harbor0,192.168.0.108,o4bcybyqx0s0s3s9
v2lda2k,GHC,2022-05-04 07:25,2021-12-28 07:11,Kilkenny,Garage,ProximitySensor,#REF!,None,None,quicker1wiggly1gather0prose1,201.215.235.109,p4jfbt6pnqrrl4z5
iwf1toe,EPD,2022-05-17 04:27,2022-05-08 04:34,Dungannon,Bedroom,LevelSensor,OnePlus 7T Pro,None,None,searchingly1ahead1weigh1nerve0,201.215.235.109,y655amu5rcrrq49n
5ztitbu,GRM,2021-02-27 22:51,2021-10-27 07:17,Banbridge,Bathroom,VisionAndImaging Sensor,Huawei Nova 7/Pro/SE,None,None,enthusiastically0last0knot1unit1,201.215.235.109,p3zcg0317dvsflqm
nw1fs5l,PKD,2021-10-14 00:47,2021-01-17 17:41,Dungannon,Frontyard,ContactSensor,Asus PadFone E,None,None,limply0elfin1continue0plastic1,50.109.201.254,ajtlv95kekuan9jk
r2m2jdo,XCW,2021-09-02 03:37,2021-12-29 15:02,#REF!,Bathroom,VisionAndImaging Sensor,HTC Desire 816 dual sim,None,None,happily0ill-informed101trucks1,192.168.0.108,zgbifffo7bzqaiki
3qgcfbb,KTC,2022-01-29 00:48,2022-01-19 15:21,Antrim,Diningroom,ParticleSensor,Samsung Galaxy A52/A52 5G,None,None,hourly0annoying0double1tree1,201.215.235.109,ep5y6wvuh827xfd3
2jjuavj,WRV,2021-09-25 01:23,2022-01-14 03:32,Newtownabbey,Familyroom,PressureSensor,Samsung Galaxy Xcover 3 G389F,None,None,owlishly1knowing000beef1,192.168.0.108,579lg1xn57234tam
90dumyd,GRM,2021-07-03 19:20,2021-03-23 00:47,#REF!,Frontyard,LevelSensor,Oppo N1 mini,None,None,thoroughly0adventurous101regret0,201.215.235.109,tw70s3ahow3wkrzz
nhe8t39,FRE,2021-03-08 08:34,2022-05-26 02:10,Carlow,Diningroom,ContactSensor,HTC Desire XC,None,None,yearly1weak1squeak0minute1,201.215.235.109,o4bcybyqx0s0s3s9
jrfobn6,GHC,2022-04-25 02:27,2022-05-20 06:43,Drogheda,#REF!,MetalSensor,Oppo A52,None,None,else1stale0transport0suggestion0,201.215.235.109,wugfnstgcn8sfd8p
yqk1g1w,JNU,2021-01-13 02:17,2021-06-07 16:12,Armagh,Frontyard,PositionSensor,Samsung Galaxy Fold,None,None,interestingly0faint1use0ear0,201.215.235.109,m5mb9ns6fby8usbq
3kllo0x,WJN,2022-05-11 07:20,2021-07-23 17:46,Mullingar,Basement,PressureSensor,OnePlus Nord N100,None,None,fiercely0elderly100flesh1,192.168.0.108,q31fts8pmucz3m1v
zzol1et,WRV,2021-11-15 07:52,2021-06-21 06:31,Newtownabbey,Bedroom,PhotoelectricSensor,Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016),None,None,literally1shaky101vessel1,192.168.0.108,wugfnstgcn8sfd8p
70yj6mt,EPD,2021-01-09 12:29,2021-04-22 11:36,Bangor,GuestRoom,PhotoelectricSensor,Galaxy Nexus,None,None,politely1spiky1observe0snake0,201.215.235.109,jkn28jqtzca7n03l
q9w3kqq,GWG,2021-09-10 06:36,2021-11-11 04:38,Balbriggan,Backyard,PressureSensor,OnePlus Nord N10 5G,None,None,unnecessarily1elfin100fruit0,201.215.235.109,oaz2cdqcc6833628
lsmjsx7,EZY,2022-03-12 09:10,2021-01-29 20:18,Ashbourne,Basement,LevelSensor,Samsung Galaxy M21s,None,None,scarcely1frantic0please1substance0,201.215.235.109,2qk4fwug7oxoc5f6
72v3m7c,SLZ,2021-08-21 23:02,2021-09-01 18:11,Tralee,Livingroom,ProximitySensor,Huawei Mate 30,None,None,gleefully1jumpy0itch1tree1,192.168.0.108,iok5x3b1b4fy4kiv
78d654m,FRE,2022-04-13 05:19,2021-04-15 17:40,Mallow,Diningroom,PressureSensor,Oppo Find X3/Pro,None,None,fast0frantic100hat0,201.215.235.109,p3zcg0317dvsflqm
qe1wkag,MHE,2021-11-08 14:11,2021-01-30 05:44,Celbridge,Familyroom,PressureSensor,Huawei Nova/Plus,None,None,unabashedly0windy1bump0vase1,201.215.235.109,a73nl81qp33ij1ia
ra0fgek,WJN,2022-02-01 21:27,2021-02-01 12:19,Larne,Bedroom,ProximitySensor,OnePlus 5T,None,None,cruelly0rare1yawn0crib1,192.168.0.108,g18557oab9ncybmc
x1whmda,XCW,2022-03-31 08:56,2021-06-01 15:28,Belfast,Familyroom,ContactSensor,Honor 8A Prime,None,None,hardly0sharp101lock1,192.168.0.108,ts9neu8jvhvlkmpx
sw00ytp,KTC,2021-04-23 05:58,2021-10-01 18:07,Enniskillen,#REF!,FlameSensor,HTC One S9,None,None,accidentally0zippy0snatch1ear0,201.215.235.109,qe6rie9fhd65tb6w
mina633,HKX,2021-12-22 06:35,2021-03-10 19:56,Ashbourne,Backyard,FlawSensor,Oppo Reno2,None,None,mysteriously1handsomely001taste0,201.215.235.109,lrv8gh0n8buombcc
4ezael1,EZY,2022-06-03 01:37,2021-01-27 01:00,Bangor,Garage,ProximitySensor,HTC Desire 10 Lifestyle,None,None,anyway1shaky0count1mark0,201.215.235.109,lx90vfp0fnnxabg4
a6aeg2m,FLF,2021-10-29 05:03,2022-05-19 18:12,Clonmel,Kitchen,ContactSensor,Samsung Galaxy A12,None,None,annually0splendid001trail1,201.215.235.109,tel62pqk5l2yjfy3
m18deae,PKD,2022-01-05 21:18,2021-07-25 20:48,Dungannon,Frontyard,VisionAndImaging Sensor,Honor 20 Pro,None,None,madly1juvenile100star1,50.109.201.254,s6jcxnfn8ck7uiyz
v8aqez9,MHE,2021-09-02 11:02,2021-02-14 06:41,Athlone,Livingroom,PhotoelectricSensor,Honor 4 Play,None,None,soon1likeable100angle0,201.215.235.109,n336d0kj387ysry3
qad08w3,WRV,2021-05-02 06:31,2021-02-19 05:24,Newry,Kitchen,RadiationSensor,Honor 20,None,None,bleakly1pricey0tease1trick0,192.168.0.108,l6rsb8kajtoynpho
kvlycmi,FLF,2021-10-23 17:00,2022-03-13 04:24,Laytown-Bettystown-Mornington,Backyard,PhotoelectricSensor,HTC Evo Shift 4G,None,None,mysteriously0adjoining001wealth1,201.215.235.109,no6eaf602ryth0k9
t1ciq0z,KTC,2022-05-14 04:03,2021-07-27 17:04,Laytown-Bettystown-Mornington,Garage,FlameSensor,Honor 30/Pro/Pro+,None,None,somewhat1jumpy1squeak0pigs0,201.215.235.109,ts9neu8jvhvlkmpx
bvdur8h,UWS,2021-08-14 21:40,2021-02-01 22:08,Swords,Diningroom,PressureSensor,Oppo R15 Pro,None,None,foolishly1last0knot0harmony1,192.168.0.108,ut79tod87tkvjybf
gj40zo1,EPD,2022-02-22 23:28,2021-03-04 23:17,Carrickfergus,GuestRoom,LevelSensor,Huawei Mate 20,None,None,loyally1abaft0deliver1battle0,201.215.235.109,o4hiuz5h630jvi8v
7jlk49l,WZP,2021-06-12 04:42,2022-04-22 07:57,Banbridge,Bathroom,MetalSensor,HTC Desire 820q,None,None,wholly0disgusted0yawn0scene0,192.168.0.108,36of96tx2knsbbsu
duqf8cb,WZP,2022-03-09 17:19,2022-06-03 02:15,Tralee,Kitchen,ProximitySensor,HTC Desire 12s,None,None,madly0mellow100canvas0,192.168.0.108,0ucos3od59yrm896
bxck2ox,PCS,2021-05-07 00:40,2022-04-17 14:44,Midleton,#REF!,MetalSensor,Pixel 3a/XL,None,None,anyway0debonair000weight1,188.247.201.145,knmf3vubnsfem4xr
u5337q1,JNU,2022-04-03 08:53,2021-08-01 15:41,Galway,GuestRoom,PositionSensor,Samsung Galaxy A8 (2018)/+,None,None,quickly1faint0need0bucket0,201.215.235.109,6k8amck971r7415w
vznty5s,XCW,2021-09-14 04:35,2022-04-17 06:01,Limavady,Diningroom,PositionSensor,OnePlus 6T,None,None,carelessly0cautious101property0,192.168.0.108,ut79tod87tkvjybf
x1hnn6r,GHC,2021-01-10 00:34,2021-06-07 11:00,Kilkenny,Diningroom,ParticleSensor,HTC Desire 21 Pro,None,None,kindly0unwieldy101control1,201.215.235.109,cqcho4z61zck6qvl
1jfu620,GHC,2021-06-18 20:06,2021-12-03 16:26,Killarney,#REF!,LevelSensor,Huawei Mate 8,None,None,sympathetically0blue1use1boundary0,201.215.235.109,61lplzylaj3rc6ej
32fpflv,MCY,2021-09-07 12:36,2021-01-04 23:41,Waterford,Basement,VisionAndImaging Sensor,Nubia My Prague,None,None,politely1vagabond100downtown1,201.215.235.109,kj0a1jq8i9xmga68
9xk083t,HKX,2021-12-23 15:21,2021-07-10 10:38,Bray,Basement,LevelSensor,Samsung Galaxy Z Flip,None,None,readily0omniscient0switch0religion1,201.215.235.109,j48xbdqutkfi8krz
gz36qx0,EZY,2021-07-16 03:00,2022-04-21 15:08,Waterford,Familyroom,ElectricalSensor,Honor 6A,None,None,crazily0receptive1tie1blade1,201.215.235.109,t8c5v3kytd2qdhcf
wgzr9zv,PKD,2021-03-27 03:43,2021-04-20 14:38,Leixlip,Basement,ProximitySensor,Oppo N1 mini,None,None,politely1shaky000fruit0,50.109.201.254,ee7iao8t9o6ki77e
tikqs5h,WJN,2022-04-12 21:30,2021-08-08 13:52,Armagh,Frontyard,ProximitySensor,Nubia Red Magic 3,None,None,altogether1instinctive000property0,192.168.0.108,kwvtcvn07oeqno3a
9xw6viw,QAR,2022-03-31 22:42,2021-03-26 18:50,Dundalk,Garage,VisionAndImaging Sensor,HTC ChaCha,None,None,correctly0thundering101building1,192.168.0.108,lrv8gh0n8buombcc
84kgazw,GHC,2021-01-11 04:37,2021-04-28 18:42,Derry,Bathroom,RadiationSensor,HTC Aria,None,None,smoothly0eminent100trains0,201.215.235.109,1w4p4nvryplyreib
1cwqvzl,WZP,2021-02-03 19:43,2022-01-14 03:01,Newtownards,Basement,VisionAndImaging Sensor,Samsung Galaxy Note 5,None,None,upwardly0faint100cobweb0,192.168.0.108,dju81a29lo4lj14u
cmjvnfq,UFF,2021-08-14 12:57,2021-07-08 22:20,Newry,Kitchen,LevelSensor,HTC Wildfire X,None,None,mysteriously1spooky1doubt0self0,192.168.0.108,cqcho4z61zck6qvl
67p18sf,WZP,2021-07-02 07:06,2021-05-24 00:36,Strabane,Familyroom,ContactSensor,HTC One Remix,None,None,never0impartial1chase0paper0,192.168.0.108,apneovwjunmfhf6v
w73cfez,BCX,2022-01-31 19:38,2022-01-08 16:35,Laytown-Bettystown-Mornington,Garage,VisionAndImaging Sensor,Sony Xperia Z3/Compact,None,None,speedily1cautious1talk1tank0,#N/A,t8c5v3kytd2qdhcf
khj2rqz,LYC,2022-01-17 20:46,2022-02-26 12:58,Clonmel,Basement,VisionAndImaging Sensor,Honor 8C,None,None,overconfidently0clear0transport1beginner0,201.215.235.109,iok5x3b1b4fy4kiv
45k4agm,GWG,2022-01-19 11:56,2021-03-30 04:38,Letterkenny,Diningroom,RadiationSensor,Honor 30/Pro/Pro+,None,None,else0gruesome101crib0,201.215.235.109,oaz2cdqcc6833628
jpp3ni8,QAR,2022-05-06 15:15,2021-12-24 15:43,Swords,Familyroom,ProximitySensor,Oppo Reno3 5G/Pro 5G,None,None,healthily0thin0sip0grass0,192.168.0.108,6nkmcgfdf58jnsj9
m7uxnk0,BCX,2022-03-21 21:33,2021-10-17 02:27,Mullingar,Backyard,PhotoelectricSensor,Nokia 8.1,None,None,therefore0cautious100corn0,#N/A,vdd5y58n2ij4zyja
t67bfji,GRM,2021-02-20 12:40,2021-12-09 08:52,Celbridge,Bathroom,PhotoelectricSensor,Samsung Galaxy A41,None,None,therefore0hesitant1sip1bit1,201.215.235.109,q31fts8pmucz3m1v
twm1yow,JNU,2022-03-29 03:13,2021-01-21 21:25,Limerick,Livingroom,ElectricalSensor,HTC One X10,None,None,else1aggressive0squeak0support1,201.215.235.109,g18557oab9ncybmc
lbnjs5h,GHC,2021-12-30 17:14,2021-02-25 19:45,Cork,Frontyard,RadiationSensor,OnePlus 9 Pro,None,None,suspiciously0axiomatic0miss0back0,201.215.235.109,4xn1m2vxcu1jet82
2uq5nln,HAB,2022-02-03 04:14,2021-05-20 03:55,Mallow,Bedroom,FlawSensor,Honor 8C,None,None,fast1mixed1jog0existence0,201.215.235.109,rqsi2p4cpu0vxco4
u00ars9,MHE,2022-01-06 08:16,2021-10-30 19:33,Strabane,Frontyard,TemperatureSensor,HTC Desire 816 dual sim,None,None,hungrily1polite1mug1kettle1,201.215.235.109,yveso0u9t6nczfyz
okqnw5c,WRV,2021-01-14 03:26,2021-06-02 14:21,Carrigaline,Frontyard,PhotoelectricSensor,Huawei Nova 7 SE 5G Youth,None,None,possibly1sad000hat1,192.168.0.108,6nkmcgfdf58jnsj9
0f96d2g,FVC,2022-04-21 02:20,2021-05-29 14:45,Coleraine,Basement,LeakSensor,Oppo A92,None,None,initially0parsimonious1suspend1jewel0,201.215.235.109,p4jfbt6pnqrrl4z5
l2gyz6g,WZP,2021-11-17 15:01,2021-10-04 10:39,Enniskillen,GuestRoom,LevelSensor,Huawei Mate 8,None,None,urgently0stale101sock1,192.168.0.108,o4hiuz5h630jvi8v
srrt8d5,BCX,2022-03-25 13:35,2021-06-28 22:46,Midleton,Backyard,ParticleSensor,Samsung Galaxy A42 5G,None,None,powerfully1lethal100club1,#N/A,t8c5v3kytd2qdhcf
541wyuq,QAR,2022-03-08 19:26,2022-04-03 04:49,Armagh,Bathroom,MotionSensor,HTC Salsa,None,None,warmly1fantastic0squeak0amusement0,192.168.0.108,x8k2fx39v29xlz2l
r4u6eer,PXK,2022-01-14 14:36,2022-04-15 06:45,Swords,Backyard,RadiationSensor,HTC Desire 501,None,None,hungrily1faint000sock0,192.168.0.108,v3ev87nc5c1nv4jj
d0cx6wj,HAB,2022-01-28 17:17,2021-09-25 03:31,Banbridge,Familyroom,VisionAndImaging Sensor,Huawei Nova 4,None,None,initially0axiomatic100sense0,201.215.235.109,a73nl81qp33ij1ia
5avx4fe,ETF,2022-03-22 17:01,2021-09-12 06:15,Newbridge,GuestRoom,PhotoelectricSensor,Honor 20 Pro,None,None,primarily1disgusted100trip1,201.215.235.109,kj0a1jq8i9xmga68
e7dgf3l,THA,2021-10-06 09:56,2021-09-02 04:41,Balbriggan,Familyroom,FlawSensor,Oppo R17,None,None,unaccountably1ill-fated0deliver1clover0,192.168.0.108,qjfg1kokj9pqw4gm
03k4lm5,GWG,2021-11-26 15:55,2021-11-05 07:36,Bray,Basement,LeakSensor,Samsung Galaxy A02,None,None,altogether0sleepy0inform1wax0,201.215.235.109,9qtq727b3kcpvkb4
efi80cu,GHC,2021-12-21 00:12,2021-11-09 18:25,Limerick,Familyroom,ElectricalSensor,HTC One S,None,None,tomorrow1harmonious1count1condition1,201.215.235.109,wwc5rq2o0ju197if
2t4u4ie,FLF,2021-12-30 11:08,2021-01-17 00:01,Portadown,GuestRoom,PressureSensor,Oppo F1,None,None,mysteriously1frantic1use1waves0,201.215.235.109,tojeh43l2jcm86jh
sydkity,UFF,2022-04-25 22:27,2022-05-07 18:24,Belfast,Kitchen,PositionSensor,Asus PadFone Infinity Lite,None,None,silently1furry1greet1wound1,192.168.0.108,0ucos3od59yrm896
54ug38p,UWS,2021-09-30 05:48,2022-04-04 15:56,Limavady,Bedroom,VisionAndImaging Sensor,Nokia 5.3,None,None,hungrily1lame101waves1,192.168.0.108,ueht498angrv3ci7
9t7npuh,PKD,2021-02-05 10:46,2021-03-18 18:21,Ennis,#REF!,FlawSensor,HTC Desire 816 dual sim,None,None,specifically0spiky0squeak1hair1,50.109.201.254,jkn28jqtzca7n03l
zqgv8no,MCY,2021-07-27 06:00,2022-04-27 15:09,Bangor,Livingroom,MetalSensor,Honor Holly 2 Plus,None,None,arrogantly0open1wish0summer1,201.215.235.109,rqsi2p4cpu0vxco4
q67devl,WZP,2021-10-08 01:07,2021-01-10 18:44,Limavady,Garage,LeakSensor,HTC Desire,None,None,keenly0sore1frighten1activity1,192.168.0.108,msr8qbh88eeuu69g
iqs9ncy,MCY,2022-03-14 07:58,2022-04-21 14:50,Celbridge,Kitchen,PhotoelectricSensor,Samsung Galaxy A3/Duos,None,None,wetly0burly1tremble0screw1,201.215.235.109,ry3oogsngyvwu92y
k87wfo3,PKD,2021-02-12 21:57,2022-02-05 22:35,Tullamore,Bathroom,TemperatureSensor,OnePlus Nord N100,None,None,regularly0complex001ear0,50.109.201.254,uzs09gps79d8xhj1
3lyep7d,UWS,2022-04-02 18:22,2021-04-03 02:35,Dungannon,Frontyard,ParticleSensor,Pixel 5,None,None,arrogantly1ripe100bit0,192.168.0.108,rqsi2p4cpu0vxco4
r5g0mnn,ETF,2021-03-05 07:14,2022-03-08 20:36,Carrigaline,#REF!,FlameSensor,Samsung Galaxy A8s,None,None,tomorrow0purring1bump0grass1,201.215.235.109,jkn28jqtzca7n03l
hfbl721,WRV,2021-12-17 12:32,2021-03-01 11:29,Cork,Frontyard,FlameSensor,Samsung Galaxy A9 (2016),None,None,loyally1nostalgic000representative0,192.168.0.108,ulglcbmlf0bbhgpb
86oy4z7,UFF,2022-03-13 09:30,2022-01-31 11:51,Newtownabbey,Bathroom,LevelSensor,HTC Desire S,None,None,enthusiastically1tricky001marble0,192.168.0.108,rhvw654gjo9fkpol
8di7q39,PCS,2021-10-17 22:18,2021-11-29 22:07,Newry,Frontyard,MetalSensor,HTC Explorer,None,None,kindly1beneficial000wire0,188.247.201.145,o4bcybyqx0s0s3s9
9txn19d,FVC,2022-02-21 10:47,2022-03-02 22:03,Ennis,#REF!,RadiationSensor,HTC Desire 828,None,None,reproachfully0grey100ducks0,201.215.235.109,b1k0vea1fk017q9m
aqw67gl,ETF,2021-07-25 12:44,2022-01-13 05:43,Cork,Livingroom,LeakSensor,Huawei Nova 5/5i/Pro,None,None,slightly1rampant000ice0,201.215.235.109,kwvtcvn07oeqno3a
wduwcz5,WJN,2021-10-28 10:57,2021-08-06 19:56,Omagh,Bathroom,RadiationSensor,Nokia 6.1,None,None,else0scintillating000sail0,192.168.0.108,ghm2g4zmsp6ynxx0
8a6kdzo,PXK,2022-03-19 03:17,2021-04-07 18:07,Armagh,Frontyard,LeakSensor,Honor V30/30 Pro,None,None,hungrily0naughty1knit0calculator1,192.168.0.108,wmqfhg9thbqblysd
hbk9r6r,JNU,2021-06-04 15:07,2021-06-03 16:13,Belfast,Frontyard,FlawSensor,Nubia Z5,None,None,readily1special000pen1,201.215.235.109,rhvw654gjo9fkpol
2dk7zzm,HKX,2021-09-26 13:24,2022-05-02 16:59,Limerick,Diningroom,TemperatureSensor,OnePlus 5T,None,None,smoothly1stale1weigh0vessel0,201.215.235.109,36of96tx2knsbbsu
h64x7et,GRM,2022-03-18 06:20,2021-09-30 00:03,Portlaoise,Livingroom,MotionSensor,HTC U11,None,None,quarrelsomely0disgusted0inform1toe0,201.215.235.109,hwi477v0z35qjt8o
jwgb1vt,EZY,2022-05-03 03:28,2021-07-04 18:41,Mallow,Bathroom,VisionAndImaging Sensor,HTC Desire 500,None,None,healthily0cowardly100stone0,201.215.235.109,6nkmcgfdf58jnsj9
